currentGA	bestGA	
1.2674e+11	1.2674e+11	
5.06089e+10	1.2674e+11	
5.79392e+10	1.2674e+11	
7.92936e+10	1.2674e+11	
6.86284e+10	1.2674e+11	
5.39176e+10	1.2674e+11	
1.00684e+11	1.2674e+11	
3.41825e+10	1.2674e+11	
6.13629e+10	1.2674e+11	
1.51164e+11	1.51164e+11	
1.22595e+11	1.51164e+11	
7.24254e+10	1.51164e+11	
1.13475e+11	1.51164e+11	
1.05697e+11	1.51164e+11	
1.07785e+11	1.51164e+11	
4.7734e+10	1.51164e+11	
5.75726e+10	1.51164e+11	
1.25818e+11	1.51164e+11	
3.26105e+10	1.51164e+11	
3.49164e+10	1.51164e+11	
1.00407e+11	1.51164e+11	
5.61728e+10	1.51164e+11	
1.5886e+11	1.5886e+11	
7.0306e+10	1.5886e+11	
1.14312e+11	1.5886e+11	
7.02637e+10	1.5886e+11	
1.18443e+11	1.5886e+11	
6.65483e+10	1.5886e+11	
1.76803e+11	1.76803e+11	
7.56577e+10	1.76803e+11	
1.55887e+11	1.76803e+11	
6.9949e+10	1.76803e+11	
7.68812e+10	1.76803e+11	
2.43804e+10	1.76803e+11	
6.53692e+10	1.76803e+11	
4.90803e+10	1.76803e+11	
8.20685e+10	1.76803e+11	
9.36215e+10	1.76803e+11	
1.38708e+11	1.76803e+11	
3.50882e+10	1.76803e+11	
1.40619e+11	1.76803e+11	
1.76859e+11	1.76859e+11	
5.31473e+10	1.76859e+11	
1.4938e+11	1.76859e+11	
4.75327e+10	1.76859e+11	
5.76788e+10	1.76859e+11	
4.24821e+10	1.76859e+11	
7.66492e+10	1.76859e+11	
8.54085e+10	1.76859e+11	
3.62678e+10	1.76859e+11	
6.15235e+10	1.76859e+11	
1.04961e+11	1.76859e+11	
2.37394e+10	1.76859e+11	
8.78551e+10	1.76859e+11	
3.00573e+10	1.76859e+11	
8.5404e+10	1.76859e+11	
8.84393e+10	1.76859e+11	
8.09428e+10	1.76859e+11	
1.07493e+11	1.76859e+11	
1.40253e+11	1.76859e+11	
1.40253e+11	1.76859e+11	
