currentGA	bestGA	
1656.07	1656.07	
1688.33	1688.33	
2489.44	2489.44	
1659.53	2489.44	
1221.7	2489.44	
1287.93	2489.44	
1784.17	2489.44	
1622.61	2489.44	
1555.41	2489.44	
1522.79	2489.44	
1795.14	2489.44	
1818.78	2489.44	
1703.9	2489.44	
2267.68	2489.44	
2156.91	2489.44	
1532.28	2489.44	
1734.33	2489.44	
2241.95	2489.44	
1507.84	2489.44	
1800.96	2489.44	
1859.73	2489.44	
1659.59	2489.44	
2003.58	2489.44	
1724.47	2489.44	
2411.57	2489.44	
1860.4	2489.44	
1780.42	2489.44	
1929.09	2489.44	
1999.38	2489.44	
1654.3	2489.44	
1905.22	2489.44	
1640.32	2489.44	
2216.48	2489.44	
1595.61	2489.44	
1217.43	2489.44	
1342.07	2489.44	
1465.75	2489.44	
1781.53	2489.44	
1877.59	2489.44	
1292.12	2489.44	
1398.15	2489.44	
2259.84	2489.44	
1619.26	2489.44	
2217.68	2489.44	
1686	2489.44	
1378.43	2489.44	
1698.19	2489.44	
1046.01	2489.44	
1194.34	2489.44	
1599.95	2489.44	
2087.33	2489.44	
1658.79	2489.44	
1685.92	2489.44	
1390.46	2489.44	
1642.27	2489.44	
1826.23	2489.44	
2158.55	2489.44	
2070.32	2489.44	
2671.5	2671.5	
2575.31	2671.5	
2575.31	2671.5	
