currentGA	bestGA	
2217.44	2217.44	
1081.91	2217.44	
2317.22	2317.22	
1632.81	2317.22	
768.843	2317.22	
828.275	2317.22	
1928.91	2317.22	
1525.31	2317.22	
1539.95	2317.22	
1472.87	2317.22	
1636.44	2317.22	
2003.14	2317.22	
1817.18	2317.22	
1786.77	2317.22	
2061.65	2317.22	
1273.27	2317.22	
2069.65	2317.22	
1961.72	2317.22	
2290.35	2317.22	
1898.91	2317.22	
1857.64	2317.22	
2622.83	2622.83	
1926.91	2622.83	
1982.62	2622.83	
2289.15	2622.83	
1604.78	2622.83	
1735.73	2622.83	
1711.12	2622.83	
1956.37	2622.83	
1666.8	2622.83	
1674.28	2622.83	
1508.1	2622.83	
2386.33	2622.83	
2016.17	2622.83	
1267.55	2622.83	
829.561	2622.83	
1611.41	2622.83	
1558.61	2622.83	
1634.85	2622.83	
2452.25	2622.83	
1603.06	2622.83	
1853.67	2622.83	
1749.22	2622.83	
2113.52	2622.83	
1941.78	2622.83	
1786.78	2622.83	
2433.12	2622.83	
779.892	2622.83	
1469.84	2622.83	
1595.04	2622.83	
2044.34	2622.83	
1657.24	2622.83	
1436.49	2622.83	
1493.89	2622.83	
1993.88	2622.83	
1593.95	2622.83	
2158.54	2622.83	
2000.48	2622.83	
2495.24	2622.83	
2455.95	2622.83	
2455.95	2622.83	
