currentGA	bestGA	
109.322	109.322	
108.009	109.322	
114.319	114.319	
112.861	114.319	
108.083	114.319	
109.936	114.319	
115.577	115.577	
111.583	115.577	
114.483	115.577	
108.518	115.577	
110.221	115.577	
109.889	115.577	
109.026	115.577	
106.965	115.577	
109.995	115.577	
108.365	115.577	
111.863	115.577	
107.177	115.577	
108.081	115.577	
114.88	115.577	
113.2	115.577	
110.903	115.577	
112.167	115.577	
113.293	115.577	
108.889	115.577	
107.689	115.577	
108.566	115.577	
105.708	115.577	
109.372	115.577	
112.555	115.577	
106.585	115.577	
108.462	115.577	
109.971	115.577	
116.006	116.006	
105.925	116.006	
112.487	116.006	
111.153	116.006	
108.941	116.006	
110.091	116.006	
104.685	116.006	
110.495	116.006	
107.876	116.006	
105.847	116.006	
110.829	116.006	
110.258	116.006	
110.804	116.006	
107.413	116.006	
109.317	116.006	
111.546	116.006	
108.927	116.006	
110.571	116.006	
110.041	116.006	
108.833	116.006	
111.066	116.006	
109.919	116.006	
112.829	116.006	
111.455	116.006	
112.825	116.006	
111.69	116.006	
110.259	116.006	
110.259	116.006	
