currentGA	bestGA	
1619.43	1619.43	
1106.33	1619.43	
545.951	1619.43	
4832.55	4832.55	
8.99655	4832.55	
2518.55	4832.55	
274.717	4832.55	
-96.0859	4832.55	
7813.5	7813.5	
4040.01	7813.5	
631.525	7813.5	
6246.18	7813.5	
5418.77	7813.5	
2327.44	7813.5	
699.64	7813.5	
191.263	7813.5	
933.189	7813.5	
4629.22	7813.5	
1465.69	7813.5	
910.062	7813.5	
244.334	7813.5	
881.463	7813.5	
1140.64	7813.5	
6394.99	7813.5	
2751.23	7813.5	
13210.6	13210.6	
3356.07	13210.6	
20039.1	20039.1	
403.102	20039.1	
9740.5	20039.1	
581.571	20039.1	
-40.6473	20039.1	
319.96	20039.1	
597.402	20039.1	
648.717	20039.1	
1637.43	20039.1	
14345.5	20039.1	
10443.2	20039.1	
11079.6	20039.1	
12958.3	20039.1	
734.352	20039.1	
8826.17	20039.1	
2409.7	20039.1	
2776.11	20039.1	
5494.03	20039.1	
3811.37	20039.1	
1884.1	20039.1	
-13.2356	20039.1	
5761.73	20039.1	
310.679	20039.1	
8013.87	20039.1	
13530	20039.1	
2748.25	20039.1	
1185.52	20039.1	
-13.484	20039.1	
5117.8	20039.1	
135.236	20039.1	
4439.32	20039.1	
4718.94	20039.1	
17928	20039.1	
17928	20039.1	
