currentGA	bestGA	
27916.1	27916.1	
31508.5	31508.5	
33841.2	33841.2	
11173.4	33841.2	
36952.3	36952.3	
29680.9	36952.3	
30741.1	36952.3	
28569.7	36952.3	
30189.3	36952.3	
33964.1	36952.3	
29093.8	36952.3	
36242.3	36952.3	
24198.2	36952.3	
36183.5	36952.3	
30049.4	36952.3	
33193.3	36952.3	
30452.2	36952.3	
28481.5	36952.3	
37962.3	37962.3	
39045.8	39045.8	
35921.7	39045.8	
24989.5	39045.8	
30996.1	39045.8	
52113.3	52113.3	
27063.5	52113.3	
17305.6	52113.3	
27798.3	52113.3	
29853.5	52113.3	
38981.1	52113.3	
36543.6	52113.3	
22799.1	52113.3	
30457.8	52113.3	
26172.6	52113.3	
28770.5	52113.3	
32500.4	52113.3	
36923.6	52113.3	
35793.3	52113.3	
29061.7	52113.3	
34438.6	52113.3	
24529.3	52113.3	
28479.2	52113.3	
21021	52113.3	
48319.2	52113.3	
35277.8	52113.3	
38184.5	52113.3	
31448.5	52113.3	
39413.2	52113.3	
34513.1	52113.3	
19633.4	52113.3	
34287.7	52113.3	
37589.6	52113.3	
40987.9	52113.3	
34510.3	52113.3	
31989.9	52113.3	
28892.1	52113.3	
34057.4	52113.3	
26898.2	52113.3	
38104.4	52113.3	
30107.6	52113.3	
28824.8	52113.3	
28824.8	52113.3	
