currentGA	bestGA	
19474.7	19474.7	
35948.3	35948.3	
3139.94	35948.3	
1893.1	35948.3	
3144.44	35948.3	
2613.21	35948.3	
3501.8	35948.3	
6667.53	35948.3	
3694.92	35948.3	
134136	134136	
6603.26	134136	
41613.1	134136	
13176.7	134136	
2944.12	134136	
13648	134136	
3129.53	134136	
13331.2	134136	
2034.62	134136	
9441.52	134136	
3987.43	134136	
47107.3	134136	
6201.54	134136	
180802	180802	
8998.23	180802	
3478.56	180802	
2837.79	180802	
4693.17	180802	
5525.34	180802	
1.18462e+06	1.18462e+06	
33584.2	1.18462e+06	
3678.73	1.18462e+06	
13529.8	1.18462e+06	
2938.9	1.18462e+06	
26246.8	1.18462e+06	
22378	1.18462e+06	
4881.63	1.18462e+06	
5491.96	1.18462e+06	
2985.35	1.18462e+06	
30887.3	1.18462e+06	
1960.99	1.18462e+06	
1.3843e+06	1.3843e+06	
2605.82	1.3843e+06	
3876.66	1.3843e+06	
3737.32	1.3843e+06	
863961	1.3843e+06	
1.02819e+06	1.3843e+06	
784073	1.3843e+06	
3167.74	1.3843e+06	
4615.07	1.3843e+06	
431979	1.3843e+06	
3210.09	1.3843e+06	
3890.66	1.3843e+06	
3260.61	1.3843e+06	
9396.43	1.3843e+06	
20583.9	1.3843e+06	
2203.6	1.3843e+06	
23635.7	1.3843e+06	
47801.1	1.3843e+06	
3789.31	1.3843e+06	
2074.41	1.3843e+06	
2074.41	1.3843e+06	
