
-294.998	-294.998	-294.999	-294.999	
-294.998	-294.998	-294.999	-294.999	
-294.998	-294.998	-294.999	-294.999	
-294.897	-294.897	-294.908	-294.908	
-294.798	-294.798	-294.607	-294.607	
-294.772	-294.772	-294.521	-294.521	
-294.641	-294.641	-294.52	-294.52	
-294.539	-294.539	-294.999	-294.52	
-294.271	-294.271	-294.52	-294.52	
-294.119	-294.119	-294.427	-294.427	
-293.989	-293.989	-294.209	-294.209	
-293.972	-293.972	-293.996	-293.996	
-293.806	-293.806	-294.999	-293.996	
-293.7	-293.7	-293.996	-293.996	
-293.69	-293.69	-293.972	-293.972	
-293.679	-293.679	-293.802	-293.802	
-294.998	-293.679	-293.558	-293.558	
-293.679	-293.679	-293.505	-293.505	
-293.576	-293.576	-294.999	-293.505	
-293.51	-293.51	-293.505	-293.505	
-293.418	-293.418	-293.26	-293.26	
-293.415	-293.415	-292.982	-292.982	
-293.292	-293.292	-292.916	-292.916	
-293.083	-293.083	-292.692	-292.692	
-293.07	-293.07	-292.614	-292.614	
-293.026	-293.026	-292.535	-292.535	
-292.949	-292.949	-294.999	-292.535	
-292.914	-292.914	-292.535	-292.535	
-292.664	-292.664	-291.647	-291.647	
-292.663	-292.663	-291.374	-291.374	
-292.655	-292.655	-291.374	-291.374	
-292.582	-292.582	-291.374	-291.374	
-294.998	-292.582	-291.374	-291.374	
-292.582	-292.582	-291.374	-291.374	
-292.529	-292.529	-291.374	-291.374	
-292.484	-292.484	-291.374	-291.374	
-292.421	-292.421	-291.374	-291.374	
-292.282	-292.282	-291.374	-291.374	
-292.171	-292.171	-291.374	-291.374	
-291.977	-291.977	-291.374	-291.374	
-291.756	-291.756	-291.374	-291.374	
-291.714	-291.714	-291.374	-291.374	
-294.998	-291.714	-291.374	-291.374	
-291.714	-291.714	-291.374	-291.374	
-291.712	-291.712	-291.374	-291.374	
-291.711	-291.711	-291.374	-291.374	
-291.711	-291.711	-291.374	-291.374	
-291.706	-291.706	-291.374	-291.374	
-291.706	-291.706	-291.374	-291.374	
-291.694	-291.694	-291.374	-291.374	
-291.686	-291.686	-291.374	-291.374	
-291.652	-291.652	-291.374	-291.374	
-291.606	-291.606	-291.374	-291.374	
-291.521	-291.521	-291.374	-291.374	
-291.433	-291.433	-291.374	-291.374	
-291.241	-291.241	-291.374	-291.374	
-291.241	-291.241	-291.374	-291.374	
-291.23	-291.23	-291.374	-291.374	
-291.223	-291.223	-291.374	-291.374	
-291.222	-291.222	-291.374	-291.374	
-291.219	-291.219	-291.374	-291.374	
-294.998	-291.219	-291.374	-291.374	
-291.219	-291.219	-291.374	-291.374	
-291.194	-291.194	-291.374	-291.374	
-291.183	-291.183	-291.374	-291.374	
-291.183	-291.183	-291.374	-291.374	
-291.171	-291.171	-291.374	-291.374	
-291.165	-291.165	-291.374	-291.374	
-291.147	-291.147	-291.374	-291.374	
-291.135	-291.135	-291.374	-291.374	
-291.132	-291.132	-291.374	-291.374	
-291.13	-291.13	-291.374	-291.374	
-291.114	-291.114	-291.374	-291.374	
-291.056	-291.056	-291.374	-291.374	
-290.998	-290.998	-291.374	-291.374	
-290.931	-290.931	-291.374	-291.374	
-290.775	-290.775	-291.374	-291.374	
-290.714	-290.714	-291.374	-291.374	
-290.706	-290.706	-291.374	-291.374	
-290.706	-290.706	-291.374	-291.374	
