53541.3	53541.3	
60106	52976.1	
62303.4	56979.8	
64796.1	50165.2	
66735.6	53533.5	
70641.8	59353.2	
71777.1	60063.9	
76621.7	66815.3	
78262.7	64013	
78262.7	51885.7	
80526.1	68270.4	
80526.1	57166.7	
80526.1	61301	
80526.1	62731.1	
81741.8	67283	
83455.6	68860.9	
83455.6	46610.4	
83455.6	46079.6	
88971	62149.2	
92570.1	78802.6	
92570.1	61493.1	
94068.6	63709.7	
94068.6	55804	
94068.6	83894.4	
95547.2	69427.4	
101213	82539.7	
101213	65458.4	
101213	61246	
101213	63117	
101213	56128.5	
101213	52639.7	
101213	67275.4	
101213	63312.8	
101213	73658.3	
101213	41656.1	
101213	46479.4	
101213	43889.7	
102753	76444.5	
102753	63443.7	
102753	61035.9	
104392	67538.4	
104392	72655.9	
104392	66372.9	
104392	60799.5	
104392	61581	
104392	45318.3	
104392	44894.9	
104392	60269.9	
104392	62641	
104392	55531.8	
104392	57082.6	
104392	75663.5	
104392	60915.7	
104392	58776.8	
104392	52122.6	
104392	72512.6	
104392	55735.4	
104392	47503.6	
104392	62974.4	
104392	50359.9	
104392	74779	
104392	66654.1	
106526	75747.2	
106526	48229	
106526	56393.9	
106526	67027	
106526	49535.9	
106526	61989.3	
106526	66125	
106526	63037.3	
106526	54785.1	
106526	59534.2	
106526	44323.2	
106526	70116.7	
106526	62068.3	
109025	57045.3	
109025	51577.3	
109025	64155.4	
109025	51202.9	
109025	66389.7	
109025	65391.7	
109025	70113	
109025	63236.6	
111373	84611.1	
111485	62655	
111485	75492.8	
111485	55707.4	
111485	67942.3	
111485	59798.9	
111485	50172.1	
111485	86664.6	
111485	66773	
111485	74809.5	
111485	66245.7	
111485	41838.7	
111485	74260	
111485	46556.3	
111485	49079	
111490	76645.2	
111490	62868.4	
111490	72561.6	
111490	56427.4	
111490	65364.8	
111490	53326.1	
111490	60280	
111490	63793.4	
111490	47765	
112050	64727.2	
112050	57488.1	
112050	88257.8	
112050	65291.9	
112050	57737.4	
112050	52846	
112050	50834.8	
112050	59810.4	
112050	63778.8	
112050	86373	
112050	51536.6	
112050	61880.7	
112050	52467.2	
112050	61011.4	
112050	55712.6	
112050	78046.6	
112050	72222.2	
115988	72498.9	
115988	73465.1	
