226.631	226.631	
289.737	225.549	
908.216	903.717	
931.9	444.114	
931.9	349.352	
1063.11	425.73	
1435.09	795.665	
1490.99	571.53	
1490.99	333.124	
1634.61	884.166	
1733.64	571.53	
1733.64	1016.11	
1733.64	145.21	
2563.75	1556.28	
2713.9	1058.6	
2713.9	710.28	
2713.9	544.24	
2713.9	696.765	
2713.9	232.877	
2713.9	802.881	
2713.9	382.157	
2713.9	439.042	
2713.9	356.646	
2713.9	330.761	
2713.9	54.5288	
2713.9	218.61	
3309.57	1493.52	
3309.57	148.044	
3309.57	49.2147	
4259.84	1740.83	
4259.84	424.03	
4259.84	475.127	
4259.84	559.184	
4259.84	1059.26	
4259.84	1148.61	
4259.84	222.522	
4259.84	213.213	
4259.84	274.217	
4259.84	263.515	
4259.84	398.147	
4259.84	911.823	
4259.84	653.474	
4259.84	45.8575	
4259.84	812.727	
4259.84	475.079	
4259.84	485.591	
4259.84	1093.88	
4259.84	667.951	
4259.84	198.474	
4259.84	627.542	
4259.84	687.42	
4259.84	604.694	
4259.84	375.989	
4259.84	495.202	
4259.84	853.73	
4259.84	232.003	
4259.84	567.348	
4259.84	453.763	
4259.84	396.145	
4259.84	567.628	
4259.84	658.965	
4259.84	621.981	
4259.84	356.249	
4259.84	763.527	
5222.87	2850.2	
5222.87	208.067	
5222.87	957.02	
5222.87	784.161	
5222.87	983.674	
5222.87	255.338	
5222.87	229.199	
5222.87	604.749	
5222.87	513.888	
5222.87	887.559	
5222.87	502.069	
5889.99	2407.02	
5889.99	676.682	
5889.99	1172.54	
5889.99	330.034	
5889.99	753.841	
5889.99	578.118	
5889.99	623.388	
5889.99	578.311	
5889.99	227.278	
5889.99	1103.4	
5889.99	983.161	
5889.99	672.123	
5889.99	477.051	
5889.99	239.746	
5889.99	116.582	
5889.99	272.327	
7587.87	3259.49	
7587.87	592.991	
7587.87	318.101	
7587.87	723.081	
7587.87	170.955	
7587.87	1093.48	
7587.87	205.732	
7587.87	457.97	
7587.87	997.528	
7587.87	621.412	
7587.87	185.138	
7587.87	167.346	
7587.87	731.709	
7587.87	389.416	
7587.87	239.9	
7587.87	939.423	
8010.81	2759.03	
8010.81	337.006	
8010.81	382.555	
8010.81	586.522	
8010.81	383.472	
8010.81	1117.34	
8010.81	328.959	
8010.81	321.671	
8010.81	677.38	
8010.81	507.328	
8010.81	738.866	
8010.81	877.495	
8010.81	508.594	
8010.81	370.989	
8010.81	410.592	
8010.81	277.312	
8010.81	379.012	
8010.81	940.417	
8010.81	568.603	
8010.81	252.339	
8010.81	559.421	
8010.81	146.084	
8010.81	531.056	
8010.81	998.101	
8185.89	2222.38	
8185.89	668.88	
8185.89	211.815	
8185.89	476.239	
8185.89	681.305	
8185.89	669.942	
8185.89	503.13	
8185.89	230.758	
8185.89	366.714	
8185.89	378.995	
8185.89	484.625	
8185.89	1114.66	
8185.89	365.48	
8185.89	689.174	
8185.89	631.805	
8185.89	247.849	
8185.89	282.751	
8185.89	285.875	
8185.89	837.485	
8185.89	214.755	
8185.89	568.624	
8185.89	130.902	
8185.89	397.447	
8185.89	665.992	
8185.89	553.572	
8185.89	1058.68	
8185.89	1665.6	
8185.89	21.0861	
8185.89	533.759	
8185.89	696.168	
