-262.24	-262.24	113204	113204	
-484.24	-262.24	121252	121252	
-134.24	-134.24	117865	121252	
-272.24	-134.24	115901	121252	
-182.24	-134.24	115033	121252	
-303.24	-134.24	114124	121252	
-192.24	-134.24	113156	121252	
-340.24	-134.24	116874	121252	
-360.24	-134.24	114850	121252	
-300.24	-134.24	115424	121252	
-336.24	-134.24	115127	121252	
-278.24	-134.24	113688	121252	
-233.24	-134.24	117824	121252	
-452.24	-134.24	117312	121252	
-302.24	-134.24	117007	121252	
-115.24	-115.24	114461	121252	
-373.24	-115.24	113437	121252	
-279.24	-115.24	118607	121252	
-162.24	-115.24	117470	121252	
-94.24	-94.24	116042	121252	
-199.24	-94.24	116055	121252	
-293.24	-94.24	120128	121252	
-470.24	-94.24	121553	121553	
-240.24	-94.24	119898	121553	
-219.24	-94.24	115338	121553	
-232.24	-94.24	117163	121553	
-220.24	-94.24	118712	121553	
-122.24	-94.24	115611	121553	
-168.24	-94.24	117445	121553	
-245.24	-94.24	112968	121553	
-524.24	-94.24	115838	121553	
-345.24	-94.24	117696	121553	
-157.24	-94.24	120998	121553	
-206.24	-94.24	121699	121699	
-278.24	-94.24	115708	121699	
-243.24	-94.24	111666	121699	
-247.24	-94.24	115987	121699	
-252.24	-94.24	120055	121699	
-222.24	-94.24	117021	121699	
-191.24	-94.24	114444	121699	
-234.24	-94.24	118826	121699	
-69.24	-69.24	121892	121892	
-183.24	-69.24	119221	121892	
-119.24	-69.24	122182	122182	
-135.24	-69.24	117563	122182	
-226.24	-69.24	114392	122182	
-296.24	-69.24	114809	122182	
-461.24	-69.24	117446	122182	
-283.24	-69.24	117790	122182	
-249.24	-69.24	117022	122182	
-218.24	-69.24	113420	122182	
-168.24	-69.24	113708	122182	
-70.24	-69.24	117389	122182	
-319.24	-69.24	116833	122182	
-264.24	-69.24	115742	122182	
-141.24	-69.24	115472	122182	
-223.24	-69.24	116792	122182	
-243.24	-69.24	116193	122182	
-355.24	-69.24	115098	122182	
-217.24	-69.24	111016	122182	
-217.24	-69.24	117956	122182	
-217.24	-69.24	119107	122182	
-217.24	-69.24	119474	122182	
-217.24	-69.24	116765	122182	
-217.24	-69.24	118401	122182	
-217.24	-69.24	111513	122182	
-217.24	-69.24	115198	122182	
-217.24	-69.24	115217	122182	
-217.24	-69.24	114963	122182	
-217.24	-69.24	120269	122182	
-217.24	-69.24	116898	122182	
-217.24	-69.24	115737	122182	
-217.24	-69.24	119757	122182	
-217.24	-69.24	117866	122182	
-217.24	-69.24	118583	122182	
-217.24	-69.24	116916	122182	
-217.24	-69.24	121112	122182	
-217.24	-69.24	118141	122182	
-217.24	-69.24	116224	122182	
-217.24	-69.24	115001	122182	
-217.24	-69.24	115700	122182	
-217.24	-69.24	119840	122182	
-217.24	-69.24	120876	122182	
-217.24	-69.24	118243	122182	
-217.24	-69.24	113177	122182	
-217.24	-69.24	117245	122182	
-217.24	-69.24	121959	122182	
-217.24	-69.24	120234	122182	
-217.24	-69.24	117898	122182	
-217.24	-69.24	117252	122182	
-217.24	-69.24	114861	122182	
-217.24	-69.24	116963	122182	
-217.24	-69.24	119143	122182	
-217.24	-69.24	119312	122182	
-217.24	-69.24	116787	122182	
-217.24	-69.24	118006	122182	
-217.24	-69.24	116578	122182	
-217.24	-69.24	117354	122182	
-217.24	-69.24	121225	122182	
-217.24	-69.24	119766	122182	
-217.24	-69.24	119094	122182	
-217.24	-69.24	122759	122759	
-217.24	-69.24	114867	122759	
-217.24	-69.24	115052	122759	
-217.24	-69.24	119255	122759	
-217.24	-69.24	118526	122759	
-217.24	-69.24	115661	122759	
-217.24	-69.24	109483	122759	
-217.24	-69.24	114066	122759	
-217.24	-69.24	113311	122759	
-217.24	-69.24	114105	122759	
-217.24	-69.24	118681	122759	
-217.24	-69.24	112166	122759	
-217.24	-69.24	116921	122759	
-217.24	-69.24	117641	122759	
-217.24	-69.24	120477	122759	
-217.24	-69.24	115915	122759	
-217.24	-69.24	115227	122759	
-217.24	-69.24	121344	122759	
-217.24	-69.24	113032	122759	
-217.24	-69.24	119423	122759	
-217.24	-69.24	116108	122759	
-217.24	-69.24	116016	122759	
-217.24	-69.24	115894	122759	
-217.24	-69.24	115328	122759	
-217.24	-69.24	113362	122759	
-217.24	-69.24	115841	122759	
-217.24	-69.24	115514	122759	
-217.24	-69.24	119024	122759	
-217.24	-69.24	118350	122759	
-217.24	-69.24	117668	122759	
-217.24	-69.24	117769	122759	
-217.24	-69.24	117050	122759	
-217.24	-69.24	119497	122759	
-217.24	-69.24	117282	122759	
-217.24	-69.24	119229	122759	
-217.24	-69.24	116103	122759	
-217.24	-69.24	116585	122759	
-217.24	-69.24	116571	122759	
-217.24	-69.24	117412	122759	
-217.24	-69.24	119761	122759	
-217.24	-69.24	116268	122759	
-217.24	-69.24	116014	122759	
-217.24	-69.24	116663	122759	
-217.24	-69.24	115638	122759	
-217.24	-69.24	116156	122759	
-217.24	-69.24	115331	122759	
-217.24	-69.24	118326	122759	
-217.24	-69.24	118183	122759	
-217.24	-69.24	119289	122759	
-217.24	-69.24	116102	122759	
-217.24	-69.24	113814	122759	
-217.24	-69.24	117978	122759	
-217.24	-69.24	117926	122759	
-217.24	-69.24	116160	122759	
-217.24	-69.24	117301	122759	
-217.24	-69.24	114479	122759	
-217.24	-69.24	119652	122759	
-217.24	-69.24	118342	122759	
-217.24	-69.24	118653	122759	
-217.24	-69.24	113585	122759	
-217.24	-69.24	118970	122759	
-217.24	-69.24	113947	122759	
-217.24	-69.24	116832	122759	
-217.24	-69.24	114635	122759	
-217.24	-69.24	115311	122759	
-217.24	-69.24	119554	122759	
-217.24	-69.24	116141	122759	
-217.24	-69.24	117080	122759	
-217.24	-69.24	115581	122759	
-217.24	-69.24	117372	122759	
-217.24	-69.24	117277	122759	
-217.24	-69.24	120331	122759	
-217.24	-69.24	117059	122759	
-217.24	-69.24	116700	122759	
-217.24	-69.24	115896	122759	
-217.24	-69.24	116431	122759	
-217.24	-69.24	117992	122759	
-217.24	-69.24	116460	122759	
-217.24	-69.24	115920	122759	
-217.24	-69.24	119412	122759	
-217.24	-69.24	113597	122759	
-217.24	-69.24	117785	122759	
-217.24	-69.24	115927	122759	
-217.24	-69.24	117226	122759	
-217.24	-69.24	118765	122759	
-217.24	-69.24	120097	122759	
-217.24	-69.24	116512	122759	
-217.24	-69.24	111645	122759	
-217.24	-69.24	117054	122759	
-217.24	-69.24	114834	122759	
-217.24	-69.24	115511	122759	
-217.24	-69.24	113197	122759	
-217.24	-69.24	109550	122759	
-217.24	-69.24	117321	122759	
-217.24	-69.24	111975	122759	
-217.24	-69.24	124273	124273	
-217.24	-69.24	116552	124273	
-217.24	-69.24	121201	124273	
-217.24	-69.24	118331	124273	
-217.24	-69.24	117553	124273	
-217.24	-69.24	121188	124273	
-217.24	-69.24	119093	124273	
-217.24	-69.24	119074	124273	
-217.24	-69.24	114004	124273	
-217.24	-69.24	112908	124273	
-217.24	-69.24	119152	124273	
-217.24	-69.24	118081	124273	
-217.24	-69.24	114308	124273	
-217.24	-69.24	118124	124273	
-217.24	-69.24	118440	124273	
-217.24	-69.24	117830	124273	
-217.24	-69.24	118005	124273	
-217.24	-69.24	121963	124273	
-217.24	-69.24	116718	124273	
-217.24	-69.24	119782	124273	
-217.24	-69.24	116788	124273	
-217.24	-69.24	113941	124273	
-217.24	-69.24	121938	124273	
-217.24	-69.24	120914	124273	
-217.24	-69.24	120329	124273	
-217.24	-69.24	115576	124273	
-217.24	-69.24	112344	124273	
-217.24	-69.24	117347	124273	
-217.24	-69.24	118410	124273	
-217.24	-69.24	118144	124273	
-217.24	-69.24	117745	124273	
-217.24	-69.24	112743	124273	
-217.24	-69.24	115753	124273	
-217.24	-69.24	120453	124273	
-217.24	-69.24	120453	124273	
