vote_mod.arff 1	94.70967741935483	95.41984732824427	93.12977099236642
soybean_mod.arff 2	76.59574468085107	94.6341463414634	88.29268292682927
segment-challenge.arff 2	94.76190476190474	97.33333333333334	95.11111111111111
wine.arff 4	90.32051282051282	96.29629629629629	74.07407407407408
ionosphere.arff 5	83.28333333333333	88.67924528301887	82.0754716981132
iris.arff 6	93.0	97.77777777777777	97.77777777777777
diabetes.arff 7	68.92732354996505	78.78787878787878	75.75757575757575
glass.arff 8	61.19047619047618	63.07692307692307	70.76923076923077
labor_mod.arff 9	81.66666666666666	83.33333333333334	100.0
segment-test_mod.arff 10	92.06140350877193	92.18106995884774	93.00411522633745
vote_mod.arff	95.0537634408602	95.41984732824427	93.12977099236642
vote_mod.arff	94.0752688172043	95.41984732824427	93.12977099236642
